,Name,Position,Age,Overall_Rating,Potential,Duration,Team,Value € M,Wage € K,Total_Stats,photo_link
196,Folarin Balogun,ST,20,75,84,"Jun 30, 2023",Stade de Reims ,12.5,52,1738,https://cdn.sofifa.net/players/247/463/23_180.png
197,Charles De Ketelaere,ST,21,77,86,2022 ~ 2027,Milan,23.5,41,2054,https://cdn.sofifa.net/players/251/470/23_180.png
198,Antony Matheus dos Santos,RM,22,81,87,2022 ~ 2027,Manchester United,41.5,120,2046,https://cdn.sofifa.net/players/255/475/23_180.png
199,Kevin De Bruyne,CAM,31,91,91,2015 ~ 2025,Manchester City,107.5,350,2299,https://cdn.sofifa.net/players/192/985/23_180.png
200,Oumar Niasse,ST,32,64,64,2023 ~ 2023,Morecambe,0.475,2,1590,https://cdn.sofifa.net/players/208/339/23_180.png
201,Chuba Akpom,CAM,26,76,77,2020 ~ 2024,Middlesbrough,9,31,1822,https://cdn.sofifa.net/players/213/418/23_180.png
202,Henry Martín,ST,29,79,79,Free,Mexico,0,0,1955,https://cdn.sofifa.net/players/224/151/23_180.png
203,Christian Pulisic,LM,23,80,84,2019 ~ 2024,Chelsea,30,105,1933,https://cdn.sofifa.net/players/227/796/23_180.png
204,Dayot Upamecano,CB,23,83,87,2021 ~ 2026,FC Bayern München,47,64,1882,https://cdn.sofifa.net/players/229/558/23_180.png
205,Fikayo Tomori,CB,24,84,88,2021 ~ 2027,Milan,54.5,75,1875,https://cdn.sofifa.net/players/232/756/23_180.png
206,Alexander Isak,ST,22,81,85,2022 ~ 2028,Newcastle United,38,95,1970,https://cdn.sofifa.net/players/233/731/23_180.png
207,Alphonso Davies,LM,21,84,89,2019 ~ 2025,FC Bayern München,60.5,59,2171,https://cdn.sofifa.net/players/234/396/23_180.png
208,Matthijs de Ligt,CB,22,85,89,2022 ~ 2027,FC Bayern München,71,77,1970,https://cdn.sofifa.net/players/235/243/23_180.png
209,Marcus Edwards,ST,23,80,85,2022 ~ 2026,Sporting CP,32,17,1863,https://cdn.sofifa.net/players/235/619/23_180.png
210,Federico Valverde,RW,23,86,91,2016 ~ 2027,Real Madrid,102,210,2249,https://cdn.sofifa.net/players/239/053/23_180.png
211,Noa Lang,ST,23,78,85,2021 ~ 2025,Club Brugge,28,24,2029,https://cdn.sofifa.net/players/239/380/23_180.png
212,Éder Gabriel Militão,CB,24,85,89,2019 ~ 2025,Real Madrid,69.5,175,2051,https://cdn.sofifa.net/players/240/130/23_180.png
213,Angel Gomes,CDM,21,76,84,2020 ~ 2025,Lille,17,23,2050,https://cdn.sofifa.net/players/240/507/23_180.png
214,Benoît Badiashile,CB,21,78,85,2023 ~ 2030,Chelsea,26.5,61,1770,https://cdn.sofifa.net/players/242/578/23_180.png
215,Pedro Antonio Porro Sauceda,RM,22,82,88,"Jun 30, 2023",Tottenham Hotspur,46,16,2157,https://cdn.sofifa.net/players/243/576/23_180.png
216,William Saliba,CB,21,83,89,2019 ~ 2024,Arsenal,53,73,1888,https://cdn.sofifa.net/players/243/715/23_180.png
217,Oihan Sancet Tirapu,ST,22,80,86,2017 ~ 2032,Athletic Club,34,29,2065,https://cdn.sofifa.net/players/244/675/23_180.png
218,Giovanni Reyna,LM,19,78,85,2019 ~ 2025,Borussia Dortmund,27.5,25,1933,https://cdn.sofifa.net/players/245/541/23_180.png
219,Billy Gilmour,CDM,21,72,80,2022 ~ 2026,Brighton & Hove Albion,5,30,1851,https://cdn.sofifa.net/players/245/992/23_180.png
220,Dávid Hancko,LB,24,80,84,2022 ~ 2026,Feyenoord,27,12,2082,https://cdn.sofifa.net/players/247/103/23_180.png
221,Pedro González López,CM,19,85,92,2020 ~ 2026,FC Barcelona,104.5,115,2119,https://cdn.sofifa.net/players/251/854/23_180.png
222,Nuno Alexandre Tavares Mendes,LWB,20,81,89,2021 ~ 2026,Paris Saint Germain,54,58,2088,https://cdn.sofifa.net/players/252/145/23_180.png
223,Jude Bellingham,CM,19,85,91,2020 ~ 2025,Borussia Dortmund,81.5,44,2198,https://cdn.sofifa.net/players/252/371/23_180.png
224,Malick Thiaw,CB,20,76,84,2022 ~ 2027,Milan,15.5,34,1842,https://cdn.sofifa.net/players/256/261/23_180.png
225,Fábio Daniel Ferreira Vieira,RW,22,77,86,2022 ~ 2027,Arsenal,23.5,62,1852,https://cdn.sofifa.net/players/256/958/23_180.png
226,Luka Romero,RW,17,69,84,2021 ~ 2023,Lazio,3.2,4,1837,https://cdn.sofifa.net/players/258/467/23_180.png
227,Jan Paul van Hecke,CB,22,71,78,2020 ~ 2023,Brighton & Hove Albion,3.5,28,1705,https://cdn.sofifa.net/players/258/908/23_180.png
228,Noah Mbamba,CB,17,64,84,2023 ~ 2028,Bayer 04 Leverkusen,1.5,500,1591,https://cdn.sofifa.net/players/261/360/23_180.png
229,Julien Duranville,RM,16,64,86,2023 ~ 2027,Borussia Dortmund,1.8,1,1604,https://cdn.sofifa.net/players/262/105/23_180.png
230,Eliesse Ben Seghir,ST,17,71,86,2022 ~ 2025,Monaco,4.3,6,1745,https://cdn.sofifa.net/players/272/781/23_180.png
231,Jurriën Timber,RB,21,79,87,2019 ~ 2025,Ajax,37,13,1943,https://cdn.sofifa.net/players/251/805/23_180.png
232,Salis Abdul Samed,CM,22,77,84,2022 ~ 2027,Lens,20,26,1852,https://cdn.sofifa.net/players/252/059/23_180.png
233,Giacomo Raspadori,ST,22,79,86,"Jun 30, 2023",Napoli,36,37,1869,https://cdn.sofifa.net/players/253/002/23_180.png
234,Bilal El Khannouss,CM,18,70,85,2020 ~ 2026,Genk,3.7,3,1667,https://cdn.sofifa.net/players/257/504/23_180.png
235,Devyne Rensch,LB,19,74,84,2019 ~ 2025,Ajax,8.5,7,1883,https://cdn.sofifa.net/players/258/826/23_180.png
236,L. Henrique Rosa da Silva,LM,21,75,85,2022 ~ 2028,Real Betis,12.5,16,1882,https://cdn.sofifa.net/players/264/698/23_180.png
237,Abdul Fatawu Issahaku,RW,18,69,85,2022 ~ 2027,Sporting CP,3.5,3,1772,https://cdn.sofifa.net/players/267/680/23_180.png
238,Pablo Torre Carral,LM,19,69,86,2022 ~ 2026,FC Barcelona,3.6,27,1777,https://cdn.sofifa.net/players/267/976/23_180.png
239,Désiré Doué,RW,17,70,86,2022 ~ 2025,Rennes,4,3,1699,https://cdn.sofifa.net/players/271/421/23_180.png
240,Romelu Lukaku,ST,29,84,84,"Jun 30, 2023",Inter,42,170,2022,https://cdn.sofifa.net/players/192/505/23_180.png
241,John Stones,RB,28,83,84,2016 ~ 2026,Manchester City,34.5,150,1974,https://cdn.sofifa.net/players/203/574/23_180.png
242,Antonio Sanabria,ST,26,75,76,2021 ~ 2025,Torino,6.5,41,1839,https://cdn.sofifa.net/players/219/932/23_180.png
244,Xaver Schlager,CM,24,81,84,2022 ~ 2026,RB Leipzig,32,49,2093,https://cdn.sofifa.net/players/233/195/23_180.png
245,João Pedro Neves Filipe,RW,23,77,83,2021 ~ 2027,Celtic,16.5,50,1914,https://cdn.sofifa.net/players/234/570/23_180.png
246,Ibrahim Sangaré,CM,24,81,86,2020 ~ 2027,PSV,35.5,20,2091,https://cdn.sofifa.net/players/235/173/23_180.png
247,Justin Kluivert,RM,23,76,81,"Jun 30, 2023",Valencia,11.5,45,1894,https://cdn.sofifa.net/players/236/920/23_180.png
248,Kevin Danso,CB,23,78,84,2021 ~ 2026,Lens,20,27,1731,https://cdn.sofifa.net/players/237/985/23_180.png
249,Marc Cucurella Saseta,LWB,23,80,84,2022 ~ 2028,Chelsea,28,85,2126,https://cdn.sofifa.net/players/239/231/23_180.png
250,Yann Aurel Bisseck,CB,21,71,82,2021 ~ 2026,AGF,3.9,7,1766,https://cdn.sofifa.net/players/241/736/23_180.png
251,Maarten Vandevoordt,GK,20,74,84,2018 ~ 2023,Genk,8,7,1130,https://cdn.sofifa.net/players/242/879/23_180.png
252,Daniel Olmo Carvajal,CF,24,82,87,2020 ~ 2024,RB Leipzig,46,59,2036,https://cdn.sofifa.net/players/244/260/23_180.png
253,Eric García Martret,CB,21,76,83,2021 ~ 2026,FC Barcelona,14,67,1814,https://cdn.sofifa.net/players/245/037/23_180.png
254,Dejan Kulusevski,RW,22,81,86,"Jun 30, 2023",Tottenham Hotspur,39.5,105,2092,https://cdn.sofifa.net/players/247/394/23_180.png
255,Gabriel Teodoro Martinelli Silva,LM,21,82,88,2019 ~ 2027,Arsenal,49,85,2008,https://cdn.sofifa.net/players/251/566/23_180.png
257,Ángel Di María,RM,34,84,84,2022 ~ 2023,Juventus,20.5,160,2160,https://cdn.sofifa.net/players/183/898/23_180.png
258,?lkay Gündo?an,CDM,31,85,85,2016 ~ 2023,Manchester City,44,185,2191,https://cdn.sofifa.net/players/186/942/23_180.png
259,Neymar da Silva Santos Jr.,LW,30,89,89,2017 ~ 2025,Paris Saint Germain,99.5,200,2157,https://cdn.sofifa.net/players/190/871/23_180.png
260,Sergio Roberto Carnicer,CM,30,80,80,2013 ~ 2024,FC Barcelona,18,125,2055,https://cdn.sofifa.net/players/199/564/23_180.png
261,Leandro Trossard,ST,27,80,80,2023 ~ 2027,Arsenal,22.5,95,1977,https://cdn.sofifa.net/players/207/421/23_180.png
262,Hakan Çalhano?lu,CDM,28,84,84,2021 ~ 2024,Inter,42,100,2180,https://cdn.sofifa.net/players/208/128/23_180.png
263,Marco Asensio Willemsen,RW,26,83,83,2015 ~ 2023,Real Madrid,39.5,200,2040,https://cdn.sofifa.net/players/220/834/23_180.png
264,Hirving Lozano,RW,26,81,81,2019 ~ 2024,Napoli,28,69,2013,https://cdn.sofifa.net/players/221/992/23_180.png
265,Luis Chávez,CDM,26,79,80,Free,Mexico,0,0,2104,https://cdn.sofifa.net/players/222/382/23_180.png
266,Mikel Merino Zazón,RM,26,83,86,2018 ~ 2025,Real Sociedad,47,49,2261,https://cdn.sofifa.net/players/225/193/23_180.png
267,Jadon Sancho,LM,22,82,86,2021 ~ 2026,Manchester United,44.5,130,1884,https://cdn.sofifa.net/players/233/049/23_180.png
268,Achraf Hakimi,RWB,23,84,87,2021 ~ 2026,Paris Saint Germain,53.5,90,2229,https://cdn.sofifa.net/players/235/212/23_180.png
269,Boubacar Kamara,CM,22,80,86,2022 ~ 2027,Aston Villa,31,69,1973,https://cdn.sofifa.net/players/236/987/23_180.png
270,Sandro Tonali,CM,22,84,88,2021 ~ 2027,Milan,56,75,2225,https://cdn.sofifa.net/players/241/096/23_180.png
271,Eljif Elmas,LW,22,79,86,2019 ~ 2025,Napoli,35.5,49,2015,https://cdn.sofifa.net/players/241/390/23_180.png
272,Moussa Diaby,CF,22,84,88,2019 ~ 2025,Bayer 04 Leverkusen,61.5,70,1959,https://cdn.sofifa.net/players/241/852/23_180.png
273,Oumar Solet,CB,22,75,83,2020 ~ 2025,Salzburg,12,20,1788,https://cdn.sofifa.net/players/242/238/23_180.png
274,Sven Botman,CB,22,83,88,2022 ~ 2027,Newcastle United,50.5,95,1795,https://cdn.sofifa.net/players/251/809/23_180.png
275,Brian Brobbey,ST,20,76,83,2022 ~ 2027,Ajax,15,13,1800,https://cdn.sofifa.net/players/251/810/23_180.png
276,Vítor Machado Ferreira,CM,22,80,86,2022 ~ 2027,Paris Saint Germain,33.5,72,2061,https://cdn.sofifa.net/players/255/253/23_180.png
277,Santiago Hezze,CM,20,74,84,2020 ~ 2024,Huracán,8.5,9,1869,https://cdn.sofifa.net/players/255/971/23_180.png
278,Gabriel Veron Fonseca de Souza,LM,19,75,86,2022 ~ 2027,Porto,12,7,1727,https://cdn.sofifa.net/players/259/849/23_180.png
279,Castello Lukeba,CB,19,77,85,2021 ~ 2025,Olympique Lyonnais,21,27,1868,https://cdn.sofifa.net/players/262/138/23_180.png
280,Ernest Nuamah,LW,18,68,82,2022 ~ 2026,Nordsjælland,2.8,2,1637,https://cdn.sofifa.net/players/268/763/23_180.png
281,Hugo Larsson,CDM,18,66,83,2022 ~ 2026,Malmö FF,2.2,900,1776,https://cdn.sofifa.net/players/268/896/23_180.png
282,Mateus Gonçalo Espanha Fernandes,CAM,17,68,85,2020 ~ 2027,Sporting CP,3,700,1825,https://cdn.sofifa.net/players/270/857/23_180.png
283,Dominik Livakovi?,GK,27,81,84,2015 ~ 2024,Dinamo Zagreb,25.5,1,1334,https://cdn.sofifa.net/players/241/671/23_180.png
284,Mehdi Taremi,CF,29,82,82,2020 ~ 2024,Porto,30.5,24,1983,https://cdn.sofifa.net/players/241/788/23_180.png
285,Sergio Gómez Martín,LB,21,74,83,2022 ~ 2026,Manchester City,9,53,2061,https://cdn.sofifa.net/players/241/811/23_180.png
286,Odilon Kossounou,RB,21,76,84,2021 ~ 2026,Bayer 04 Leverkusen,15.5,29,1711,https://cdn.sofifa.net/players/246/875/23_180.png
287,Gonzalo Plata,RW,21,77,86,2022 ~ 2027,Real Valladolid,23.5,18,1925,https://cdn.sofifa.net/players/247/181/23_180.png
288,Paolo Reyna,LM,20,71,80,2019 ~ 2022,Melgar,3.9,500,1718,https://cdn.sofifa.net/players/254/204/23_180.png
289,Kamaldeen Sulemana,LW,20,74,84,2023 ~ 2027,Southampton,9.5,32,1809,https://cdn.sofifa.net/players/256/035/23_180.png
290,Luca Netz,LM,19,73,83,2021 ~ 2026,Borussia Mönchengladbach,6.5,11,1800,https://cdn.sofifa.net/players/256/781/23_180.png
291,Liam Delap,ST,19,66,80,"Jun 30, 2023",Preston North End,2,17,1576,https://cdn.sofifa.net/players/259/031/23_180.png
292,Fabian Rieder,CM,20,72,85,2020 ~ 2025,Young Boys,5.5,12,1866,https://cdn.sofifa.net/players/259/306/23_180.png
293,Malo Gusto,RB,19,76,85,"Jun 30, 2023",Olympique Lyonnais,15.5,39,1923,https://cdn.sofifa.net/players/259/307/23_180.png
294,Exequiel Zeballos,LW,20,72,84,2020 ~ 2026,Boca Juniors,5.5,10,1727,https://cdn.sofifa.net/players/260/601/23_180.png
295,Dane Scarlett,ST,18,63,78,"Jun 30, 2023",Portsmouth,1.1,6,1588,https://cdn.sofifa.net/players/261/025/23_180.png
296,Francisco F. da Conceição,RW,19,74,86,2022 ~ 2027,Ajax,10,9,1715,https://cdn.sofifa.net/players/261/050/23_180.png
297,Matteo Cancellieri,CF,19,73,86,"Jun 30, 2023",Lazio,7,14,1874,https://cdn.sofifa.net/players/263/929/23_180.png
298,Iker Bravo Solanilla,RW,17,65,84,"Jun 30, 2023",Real Madrid,1.8,2,1537,https://cdn.sofifa.net/players/265/194/23_180.png
299,Tim Iroegbunam,CM,19,67,83,"Jun 30, 2023",Queens Park Rangers,2.5,11,1785,https://cdn.sofifa.net/players/266/609/23_180.png
300,Marco Verratti,CDM,29,87,87,2012 ~ 2026,Paris Saint Germain,77.5,155,2190,https://cdn.sofifa.net/players/199/556/23_180.png
301,Lewis Dunk,CB,30,80,80,2010 ~ 2025,Brighton & Hove Albion,17.5,68,1790,https://cdn.sofifa.net/players/199/915/23_180.png
302,Heung Min Son,LW,29,88,88,2015 ~ 2025,Tottenham Hotspur,89.5,230,2129,https://cdn.sofifa.net/players/200/104/23_180.png
303,Carlos Henrique Venancio Casimiro,CDM,30,89,89,2022 ~ 2026,Manchester United,86,240,2251,https://cdn.sofifa.net/players/200/145/23_180.png
304,Emiliano Martínez,GK,29,85,85,2020 ~ 2027,Aston Villa,37,105,1472,https://cdn.sofifa.net/players/202/811/23_180.png
305,Virgil van Dijk,CB,30,88,88,2018 ~ 2025,Liverpool,75,210,2103,https://cdn.sofifa.net/players/203/376/23_180.png
306,Hany Mukhtar,CAM,27,79,79,2020 ~ 2025,Nashville SC,19,13,2011,https://cdn.sofifa.net/players/210/021/23_180.png
307,Paulo Dybala,CAM,28,86,86,2022 ~ 2025,Roma,69.5,130,2116,https://cdn.sofifa.net/players/211/110/23_180.png
308,Julian Brandt,CM,26,83,84,2019 ~ 2026,Borussia Dortmund,43,66,2094,https://cdn.sofifa.net/players/212/194/23_180.png
309,Adama Traoré Diarra,ST,26,77,77,2018 ~ 2023,Wolverhampton Wanderers,11.5,77,1919,https://cdn.sofifa.net/players/213/956/23_180.png
310,Andrew Robertson,LB,28,86,86,2017 ~ 2026,Liverpool,61.5,170,2155,https://cdn.sofifa.net/players/216/267/23_180.png
311,Giovanni Di Lorenzo,RB,28,83,83,2019 ~ 2026,Napoli,33,72,2150,https://cdn.sofifa.net/players/217/870/23_180.png
312,Bernardo Mota Carvalho e Silva,CM,27,88,88,2017 ~ 2025,Manchester City,96.5,260,2210,https://cdn.sofifa.net/players/218/667/23_180.png
313,Ezri Konsa,CB,24,79,83,2019 ~ 2026,Aston Villa,22.5,65,1843,https://cdn.sofifa.net/players/227/678/23_180.png
314,Mikel Oyarzabal Ugarte,LW,25,83,84,2014 ~ 2028,Real Sociedad,43.5,47,2033,https://cdn.sofifa.net/players/230/142/23_180.png
315,Franck Yannick Kessié,CAM,25,84,86,2022 ~ 2026,FC Barcelona,47.5,165,2206,https://cdn.sofifa.net/players/230/938/23_180.png
316,Houssem Aouar,CM,24,77,81,2016 ~ 2023,Olympique Lyonnais,15,49,2049,https://cdn.sofifa.net/players/234/906/23_180.png
317,Francisco José Beltrán Peinado,CM,23,79,84,2018 ~ 2026,Celta de Vigo,24.5,22,1957,https://cdn.sofifa.net/players/235/997/23_180.png
318,Juan Foyth,CDM,24,79,84,2021 ~ 2026,Villarreal,24.5,29,1929,https://cdn.sofifa.net/players/237/221/23_180.png
319,Jakub Moder,LM,23,74,80,2020 ~ 2025,Brighton & Hove Albion,6.5,43,2021,https://cdn.sofifa.net/players/239/778/23_180.png
321,Gianluigi Buffon,GK,44,77,77,2021 ~ 2024,Parma,1.2,3,1244,https://cdn.sofifa.net/players/001/179/23_180.png
322,James Milner,RB,36,78,78,2015 ~ 2023,Liverpool,4.4,69,2119,https://cdn.sofifa.net/players/138/412/23_180.png
323,Robert Lewandowski,ST,33,91,91,2022 ~ 2025,FC Barcelona,84,420,2205,https://cdn.sofifa.net/players/188/545/23_180.png
324,Keylor Navas,GK,35,86,86,"Jun 30, 2023",Nottingham Forest,7.5,65,1405,https://cdn.sofifa.net/players/193/041/23_180.png
325,Roberto Firmino Barbosa de Oliveira,CF,30,83,83,2015 ~ 2023,Liverpool,35.5,150,2158,https://cdn.sofifa.net/players/201/942/23_180.png
326,Mohamed Salah,RW,30,89,89,2017 ~ 2025,Liverpool,99.5,260,2208,https://cdn.sofifa.net/players/209/331/23_180.png
327,Ruben Loftus-Cheek,RM,26,77,78,2013 ~ 2024,Chelsea,12.5,87,1987,https://cdn.sofifa.net/players/213/666/23_180.png
328,Youri Tielemans,CDM,25,83,85,2019 ~ 2023,Leicester City,45.5,105,2166,https://cdn.sofifa.net/players/216/393/23_180.png
329,Mahmoud Dahoud,CDM,26,79,80,2017 ~ 2023,Borussia Dortmund,20.5,49,2070,https://cdn.sofifa.net/players/218/339/23_180.png
330,Gianluca Scamacca,ST,23,78,84,2022 ~ 2027,West Ham United,22.5,63,1890,https://cdn.sofifa.net/players/226/710/23_180.png
331,Ismaël Bennacer,CM,24,83,87,2019 ~ 2027,Milan,47.5,69,2231,https://cdn.sofifa.net/players/226/754/23_180.png
332,Manuel Akanji,CB,26,82,83,2022 ~ 2027,Manchester City,31.5,130,1965,https://cdn.sofifa.net/players/229/237/23_180.png
333,Ben Chilwell,LB,25,81,84,2020 ~ 2027,Chelsea,31.5,100,2096,https://cdn.sofifa.net/players/229/984/23_180.png
334,Ousmane Dembélé,LW,25,84,87,2017 ~ 2024,FC Barcelona,56,195,2011,https://cdn.sofifa.net/players/231/443/23_180.png
335,Alban Lafont,GK,23,79,84,2021 ~ 2024,Nantes,21.5,20,1258,https://cdn.sofifa.net/players/231/691/23_180.png
336,Florian Neuhaus,CM,25,79,82,2017 ~ 2024,Borussia Mönchengladbach,23,32,2017,https://cdn.sofifa.net/players/234/943/23_180.png
337,Tanguy Ndombele,CAM,25,79,82,"Jun 30, 2023",Napoli,23,85,2051,https://cdn.sofifa.net/players/235/569/23_180.png
338,Victor Nelsson,CB,23,77,82,2021 ~ 2026,Galatasaray,14.5,47,1844,https://cdn.sofifa.net/players/235/658/23_180.png
339,Douglas Luiz Soares de Paulo,CM,24,78,83,2019 ~ 2026,Aston Villa,19.5,59,2083,https://cdn.sofifa.net/players/236/499/23_180.png
340,Emile Smith Rowe,CAM,21,79,86,2017 ~ 2026,Arsenal,35.5,69,1837,https://cdn.sofifa.net/players/240/273/23_180.png
341,Noah Okafor,CAM,22,76,83,2020 ~ 2024,Salzburg,15.5,26,1911,https://cdn.sofifa.net/players/242/530/23_180.png
342,Rayan Aït-Nouri,LWB,21,75,83,2021 ~ 2026,Wolverhampton Wanderers,12,41,1933,https://cdn.sofifa.net/players/242/641/23_180.png
343,Kang In Lee,CAM,21,76,83,2021 ~ 2025,Mallorca,15,19,1885,https://cdn.sofifa.net/players/243/780/23_180.png
344,Jérémy Doku,RW,20,75,85,2020 ~ 2025,Rennes,12.5,29,1779,https://cdn.sofifa.net/players/246/420/23_180.png
345,Milan van Ewijk,RB,21,74,82,2021 ~ 2025,SC Heerenveen,9,6,1851,https://cdn.sofifa.net/players/251/626/23_180.png
346,Sergiño Dest,LB,21,76,83,"Jun 30, 2023",Milan,14.5,67,1981,https://cdn.sofifa.net/players/251/804/23_180.png
347,Matheus Luiz Nunes,LM,23,79,86,2022 ~ 2027,Wolverhampton Wanderers,35,73,2111,https://cdn.sofifa.net/players/253/124/23_180.png
348,Zeno Debast,CB,18,70,84,2019 ~ 2025,Anderlecht,3.5,3,1805,https://cdn.sofifa.net/players/254/262/23_180.png
349,Josip Šutalo,CB,22,77,85,2018 ~ 2028,Dinamo Zagreb,22,900,1743,https://cdn.sofifa.net/players/256/325/23_180.png
350,Mees Hilgers,RB,21,73,84,2020 ~ 2024,FC Twente,6.5,8,1698,https://cdn.sofifa.net/players/259/163/23_180.png
351,Kaide Gordon,LW,17,62,83,2021 ~ 2023,Liverpool,1.2,3,1469,https://cdn.sofifa.net/players/260/406/23_180.png
352,Elye Wahi,LM,19,75,85,2020 ~ 2025,Montpellier,12,15,1851,https://cdn.sofifa.net/players/260/407/23_180.png
353,Simon Adingra,ST,20,72,81,"Jun 30, 2023",Union Saint-Gilloise,5,30,1742,https://cdn.sofifa.net/players/260/779/23_180.png
354,Andrew Omobamidele,CB,20,70,81,2019 ~ 2026,Norwich City,3.3,15,1544,https://cdn.sofifa.net/players/261/647/23_180.png
355,Stipe Biuk,LW,19,71,85,2023 ~ 2026,Los Angeles FC,4.4,3,1720,https://cdn.sofifa.net/players/262/585/23_180.png
356,Valentín Barco,LB,17,65,83,2020 ~ 2025,Boca Juniors,1.7,500,1714,https://cdn.sofifa.net/players/263/370/23_180.png
357,Kobbie Mainoo,CM,17,62,84,2022 ~ 2028,Manchester United,1.2,2,1758,https://cdn.sofifa.net/players/269/136/23_180.png
358,Gianluca Prestianni,RW,16,67,85,2022 ~ 2024,Vélez Sarsfield,2.5,1,1610,https://cdn.sofifa.net/players/269/292/23_180.png
359,Samuel Iling-Junior,LW,18,69,85,2022 ~ 2025,Juventus,3.5,13,1697,https://cdn.sofifa.net/players/272/379/23_180.png
361,Philippe Coutinho Correia,CM,30,80,80,2022 ~ 2026,Aston Villa,20.5,88,2026,https://cdn.sofifa.net/players/189/242/23_180.png
362,Pascal Groß,RB,31,78,78,2017 ~ 2025,Brighton & Hove Albion,11.5,64,2071,https://cdn.sofifa.net/players/190/765/23_180.png
363,Iago Aspas Juncal,ST,34,85,85,2015 ~ 2025,Celta de Vigo,26,50,2068,https://cdn.sofifa.net/players/192/629/23_180.png
364,Wilfried Zaha,LM,29,82,82,2015 ~ 2023,Crystal Palace,30,85,2002,https://cdn.sofifa.net/players/198/717/23_180.png
365,Mauro Icardi,ST,29,79,79,"Jun 30, 2023",Galatasaray,17.5,88,1906,https://cdn.sofifa.net/players/201/399/23_180.png
366,Leonardo Spinazzola,LM,29,81,81,2019 ~ 2024,Roma,22.5,71,2092,https://cdn.sofifa.net/players/202/884/23_180.png
367,James Ward-Prowse,CM,27,81,81,2011 ~ 2026,Southampton,27.5,69,2142,https://cdn.sofifa.net/players/205/569/23_180.png
368,Adam Webster,CB,27,78,79,2019 ~ 2026,Brighton & Hove Albion,14,58,1700,https://cdn.sofifa.net/players/207/616/23_180.png
369,Marcos Aoás Corrêa,CB,28,88,89,2013 ~ 2024,Paris Saint Germain,86.5,170,2081,https://cdn.sofifa.net/players/207/865/23_180.png
370,Hakim Ziyech,CAM,29,82,82,2020 ~ 2025,Chelsea,30,140,2064,https://cdn.sofifa.net/players/208/670/23_180.png
371,Nathan Aké,LB,27,80,81,2020 ~ 2025,Manchester City,21,110,2012,https://cdn.sofifa.net/players/208/920/23_180.png
372,Rodrigo Javier De Paul,RM,28,84,84,2021 ~ 2026,Atlético Madrid,42,85,2244,https://cdn.sofifa.net/players/212/616/23_180.png
373,Thomas Lemar,RM,26,83,84,2018 ~ 2027,Atlético Madrid,42.5,74,2214,https://cdn.sofifa.net/players/213/565/23_180.png
374,Iñaki Williams Arthuer,ST,28,81,81,2012 ~ 2028,Athletic Club,26,37,2081,https://cdn.sofifa.net/players/216/201/23_180.png
375,Allan Saint-Maximin,LM,25,81,82,2019 ~ 2026,Newcastle United,31,105,1930,https://cdn.sofifa.net/players/216/388/23_180.png
376,Hamari Traoré,RB,30,80,80,2017 ~ 2023,Rennes,18,50,2042,https://cdn.sofifa.net/players/219/789/23_180.png
377,Donny van de Beek,CDM,25,77,80,2020 ~ 2025,Manchester United,14,89,2083,https://cdn.sofifa.net/players/221/363/23_180.png
